scenario,seed,protocol,internal_auc,external_auc,optimism_gap
S1_preprocess,40,partial,0.8326199594503266,0.8233180164443307,0.00930194300599596
S1_preprocess,40,anti_leakage,0.8483573717948718,0.8472687602275383,0.0010886115673335306
S1_preprocess,41,leaky,0.8615111511151116,0.8393284304453763,0.022182720669735256
S1_preprocess,41,partial,0.8541463536588415,0.8520539117101301,0.0020924419487113877
S1_preprocess,41,anti_leakage,0.8604494044640177,0.8510415272759713,0.009407877188046476
S1_preprocess,42,leaky,0.82805,0.8464931774745545,-0.018443177474554595
S1_preprocess,42,partial,0.8613465336633416,0.8417204635607063,0.019626070102635285
S1_preprocess,42,anti_leakage,0.8579509899627044,0.8337322305217575,0.02421875944094687
S1_preprocess,43,leaky,0.8478886636129258,0.8500406862034757,-0.002152022590549918
S1_preprocess,43,partial,0.8420565192360643,0.8643111111111111,-0.02225459187504686
S1_preprocess,43,anti_leakage,0.8526328955597248,0.8394135431950558,0.01321935236466898
S1_preprocess,44,leaky,0.8432742387820513,0.8528045690919597,-0.009530330309908353
S1_preprocess,44,partial,0.8060854804793394,0.8453603663687697,-0.03927488588943029
S1_preprocess,44,anti_leakage,0.8518351835183519,0.8573000856021611,-0.005464902083809231
S1_preprocess,45,leaky,0.840852602244483,0.8641156840934372,-0.023263081848954204
S1_preprocess,45,partial,0.8520003006087327,0.8095730601986231,0.04242724041010959
S1_preprocess,45,anti_leakage,0.8973584145450884,0.8266008311363331,0.07075758340875526
S1_preprocess,46,leaky,0.8353352975246153,0.8570377963986451,-0.021702498874029752
S1_preprocess,46,partial,0.850576441102757,0.8554908782728935,-0.00491443717013651
S1_preprocess,46,anti_leakage,0.825020625515638,0.8510404161664665,-0.02601979065082849
S1_preprocess,47,leaky,0.8385296767090382,0.8527633275532435,-0.014233650844205248
S1_preprocess,47,partial,0.8278985507246377,0.8388046763869133,-0.010906125662275556
S1_preprocess,47,anti_leakage,0.8372633842614589,0.8388935904859471,-0.0016302062244882842
S1_preprocess,48,leaky,0.8526674006605947,0.8544417767106844,-0.0017743760500897876
S1_preprocess,48,partial,0.8161406695426221,0.854409493438816,-0.038268823896193904
S1_preprocess,48,anti_leakage,0.8446801574763659,0.844460511679644,0.00021964579672195672
S1_preprocess,49,leaky,0.845332527511269,0.8738535424842415,-0.028521014972972547
S1_preprocess,49,partial,0.8447105388411534,0.845630484165516,-0.0009199453243625699
S1_preprocess,49,anti_leakage,0.8119781023739248,0.8595012840324178,-0.04752318165849301
S1_preprocess,50,leaky,0.8477140856342537,0.8501223581757509,-0.002408272541497225
S1_preprocess,50,partial,0.8505479074199455,0.8222796311968287,0.028268276223116784
S1_preprocess,50,anti_leakage,0.8715210922457552,0.8718430204780053,-0.0003219282322500794
S2_feature_select,1,leaky,0.8192436040044493,0.6560444078947367,0.16319919610971256
S2_feature_select,1,partial,0.5801398601398602,0.5509868421052632,0.029153018034597022
S2_feature_select,1,anti_leakage,0.5083705357142858,0.6514005315886322,-0.1430299958743464
S2_feature_select,2,leaky,0.7581369248035915,0.5084292763157895,0.24970764848780203
S2_feature_select,2,partial,0.6337597330367075,0.6024071384104586,0.03135259462624895
S2_feature_select,2,anti_leakage,0.5125714285714286,0.5282710757297407,-0.01569964715831218
S2_feature_select,3,leaky,0.8127790178571428,0.5774647887323943,0.23531422912474853
S2_feature_select,3,partial,0.5695104895104895,0.5337500000000001,0.03576048951048949
S2_feature_select,3,anti_leakage,0.6196045669729882,0.5845248107653491,0.035079756207639035
S2_feature_select,4,leaky,0.8030008335648791,0.540296052631579,0.2627047809333001
S2_feature_select,4,partial,0.5218116143373159,0.4984690753214941,0.02334253901582184
S2_feature_select,4,anti_leakage,0.48277777777777775,0.5841523341523341,-0.10137455637455639
S2_feature_select,5,leaky,0.749090909090909,0.6096813725490196,0.13940953654188948
S2_feature_select,5,partial,0.6231428571428571,0.6070261437908496,0.016116713352007483
S2_feature_select,5,anti_leakage,0.521690767519466,0.5824424342105262,-0.060751666691060247
S2_feature_select,6,leaky,0.8851428571428571,0.5873015873015873,0.2978412698412698
S2_feature_select,6,partial,0.6053948832035595,0.6373355263157894,-0.03194064311222988
S2_feature_select,6,anti_leakage,0.5511363636363635,0.5488006617038875,0.0023357019324760087
S2_feature_select,7,leaky,0.8081201334816464,0.582923832923833,0.22519630055781337
S2_feature_select,7,partial,0.5030864197530864,0.49682051282051287,0.006265906932573562
S2_feature_select,7,anti_leakage,0.5979236812570146,0.5516326530612244,0.04629102819579012
S2_feature_select,8,leaky,0.7844208105777523,0.6397948717948719,0.14462593878288033
S2_feature_select,8,partial,0.5625174825174825,0.5470504184527454,0.01546706406473708
S2_feature_select,8,anti_leakage,0.5948203842940685,0.5461601307189543,0.048660253575114165
S2_feature_select,9,leaky,0.8755221386800334,0.5401025641025641,0.3354195745774693
S2_feature_select,9,partial,0.595655806182122,0.5579769736842106,0.037678832497911374
S2_feature_select,9,anti_leakage,0.5332776385407965,0.6352282515073213,-0.10195061296652486
S2_feature_select,10,leaky,0.8515016685205784,0.5237803633394571,0.3277213051811213
S2_feature_select,10,partial,0.6388811188811189,0.6015513370075526,0.03732978187356628
S2_feature_select,10,anti_leakage,0.5460972850678733,0.6302211302211302,-0.084123845153257
S2_feature_select,11,leaky,0.7961111111111112,0.4659183673469388,0.3301927437641724
S2_feature_select,11,partial,0.57006993006993,0.4702123273551845,0.09985760271474553
S2_feature_select,11,anti_leakage,0.5266666666666667,0.5347916666666667,-0.008124999999999938
S2_feature_select,12,leaky,0.8815004262574595,0.585034013605442,0.29646641265201745
S2_feature_select,12,partial,0.4969444444444444,0.5755469229196484,-0.07860247847520396
S2_feature_select,12,anti_leakage,0.5540158371040724,0.6543996710526315,-0.1003838339485591
S2_feature_select,13,leaky,0.7505561735261401,0.6469387755102042,0.10361739801593595
S2_feature_select,13,partial,0.531814392886913,0.5642135642135642,-0.032399171326651155
S2_feature_select,13,anti_leakage,0.5315365379272021,0.5218461538461538,0.009690384081048276
S2_feature_select,14,leaky,0.8226711560044894,0.5869654605263157,0.23570569547817366
S2_feature_select,14,partial,0.5616515837104072,0.6258503401360545,-0.06419875642564721
S2_feature_select,14,anti_leakage,0.5513392857142857,0.4994812201701598,0.05185806554412592
S2_feature_select,15,leaky,0.8556643356643356,0.6319657072872015,0.22369862837713417
S2_feature_select,15,partial,0.5337593776048903,0.43702329416615127,0.09673608343873907
S2_feature_select,15,anti_leakage,0.6366772060937052,0.6786600496277915,-0.04198284353408632
S2_feature_select,16,leaky,0.8317522321428572,0.547911547911548,0.28384068423130926
S2_feature_select,16,partial,0.5690045248868779,0.54031434986732,0.02869017501955795
S2_feature_select,16,anti_leakage,0.5323076923076924,0.6076388888888888,-0.07533119658119647
S2_feature_select,17,leaky,0.818924246691073,0.6600954554886906,0.15882879120238236
S2_feature_select,17,partial,0.6115127919911012,0.5739112655898588,0.03760152640124237
S2_feature_select,17,anti_leakage,0.6644219977553311,0.5689795918367346,0.09544240591859643
S2_feature_select,18,leaky,0.8459595959595959,0.5135741988160849,0.332385397143511
S2_feature_select,18,partial,0.5164620535714286,0.49822138522703496,0.01824066834439364
S2_feature_select,18,anti_leakage,0.4638009049773756,0.5194035947712419,-0.05560268979386629
S2_feature_select,19,leaky,0.8624617949430398,0.6564605021432945,0.20600129279974522
S2_feature_select,19,partial,0.5905086672350098,0.6248169073027829,-0.03430824006777311
S2_feature_select,19,anti_leakage,0.5220424107142857,0.6441273779983457,-0.12208496728406004
S2_feature_select,20,leaky,0.7991108641289246,0.6023500309214594,0.19676083320746518
S2_feature_select,20,partial,0.6799110864128924,0.5934656741108353,0.08644541230205716
S2_feature_select,20,anti_leakage,0.5251458738538484,0.5061425061425061,0.019003367711342256
S2_feature_select,21,leaky,0.7686651583710408,0.5086348684210527,0.2600302899499881
S2_feature_select,21,partial,0.5171156004489338,0.6342564102564101,-0.11714080980747632
S2_feature_select,21,anti_leakage,0.5303114571746385,0.540280393387738,-0.009968936213099577
S2_feature_select,22,leaky,0.8434214265416311,0.5549428104575163,0.28847861608411485
S2_feature_select,22,partial,0.49902750764101145,0.585995085995086,-0.08696757835407454
S2_feature_select,22,anti_leakage,0.5701583773270353,0.4984436605104794,0.07171471681655595
S2_feature_select,23,leaky,0.7597222222222223,0.5375816993464053,0.22214052287581698
S2_feature_select,23,partial,0.5429285912753543,0.49385749385749383,0.049071097417860476
S2_feature_select,23,anti_leakage,0.6028961292119187,0.5227969740339399,0.08009915517797883
S2_feature_select,24,leaky,0.8074465129202556,0.6255118755118756,0.18193463740838
S2_feature_select,24,partial,0.5402777777777777,0.5954276382935293,-0.05514986051575155
S2_feature_select,24,anti_leakage,0.584377732439522,0.5292792792792793,0.055098453160242644
S2_feature_select,25,leaky,0.7831088664421998,0.5761670761670762,0.2069417902751236
S2_feature_select,25,partial,0.5197963800904977,0.5005153576582148,0.019281022432282913
S2_feature_select,25,anti_leakage,0.5519353940406573,0.5180921052631579,0.033843288777499425
S2_feature_select,26,leaky,0.773611111111111,0.5514209773052545,0.2221901338058565
S2_feature_select,26,partial,0.6154274575327207,0.4909165135741988,0.12451094395852186
S2_feature_select,26,anti_leakage,0.49986107252014444,0.5137085137085137,-0.013847441188369225
S2_feature_select,27,leaky,0.8203323007603492,0.5496323529411765,0.2706999478191727
S2_feature_select,27,partial,0.556843891402715,0.5133700755256174,0.04347381587709753
S2_feature_select,27,anti_leakage,0.46540705751597666,0.5604170926190963,-0.09501003510311967
S2_feature_select,28,leaky,0.8016783216783216,0.5638974358974359,0.23778088578088574
S2_feature_select,28,partial,0.5274971941638608,0.6201883701883701,-0.09269117602450938
S2_feature_select,28,anti_leakage,0.5750492818924247,0.5522388059701493,0.022810475922275364
S2_feature_select,29,leaky,0.7839042049568365,0.5273692810457516,0.2565349239110849
S2_feature_select,29,partial,0.45578420467185765,0.6223676139848702,-0.16658340931301252
S2_feature_select,29,anti_leakage,0.5654348430119478,0.5853608668983848,-0.01992602388643705
S2_feature_select,30,leaky,0.8781108597285067,0.6780427631578947,0.20006809657061198
S2_feature_select,30,partial,0.5395943317588219,0.43826015254586687,0.10133417921295501
S2_feature_select,30,anti_leakage,0.6472727272727273,0.548683404776485,0.0985893224962423
S2_feature_select,31,leaky,0.7747497219132369,0.692590324556032,0.0821593973572049
S2_feature_select,31,partial,0.5719515629400169,0.5598037211204252,0.01214784181959172
S2_feature_select,31,anti_leakage,0.5142299107142857,0.6286186931348221,-0.1143887824205364
S2_feature_select,32,leaky,0.7933815350389322,0.5876225490196079,0.2057589860193243
S2_feature_select,32,partial,0.664055944055944,0.6575342465753424,0.006521697480601607
S2_feature_select,32,anti_leakage,0.5318852687273741,0.6004947433518862,-0.06860947462451217
S2_feature_select,33,leaky,0.7979994442900806,0.6599099099099102,0.13808953438017046
S2_feature_select,33,partial,0.5804390108363434,0.523061224489796,0.057377786346547444
S2_feature_select,33,anti_leakage,0.5765993265993267,0.5865306122448979,-0.00993128564557122
S2_feature_select,34,leaky,0.7922222222222222,0.48869243421052627,0.3035297880116959
S2_feature_select,34,partial,0.5681118881118881,0.5859742383970558,-0.017862350285167694
S2_feature_select,34,anti_leakage,0.5155728587319244,0.6207482993197279,-0.10517544058780348
S2_feature_select,35,leaky,0.8843995510662178,0.6124894869638352,0.2719100641023826
S2_feature_select,35,partial,0.6561531962827373,0.6323529411764706,0.02380025510626671
S2_feature_select,35,anti_leakage,0.6348394430235862,0.5954135954135954,0.039425847609990794
S2_feature_select,36,leaky,0.8284600389863548,0.4114615543186971,0.4169984846676577
S2_feature_select,36,partial,0.5880555555555556,0.5137085137085137,0.07434704184704188
S2_feature_select,36,anti_leakage,0.6924809912700648,0.5257985257985258,0.16668246547153898
S2_feature_select,37,leaky,0.8210614059460961,0.5465864287196514,0.27447497722644476
S2_feature_select,37,partial,0.5939933259176863,0.5634839501124514,0.03050937580523483
S2_feature_select,37,anti_leakage,0.5425714285714286,0.4507219083490269,0.09184952022240167
S2_feature_select,38,leaky,0.7975000000000001,0.5582070969080722,0.23929290309192786
S2_feature_select,38,partial,0.5416666666666667,0.5060240963855421,0.03564257028112461
S2_feature_select,38,anti_leakage,0.5899321266968326,0.6325780771586038,-0.04264595046177122
S2_feature_select,39,leaky,0.8201459034792369,0.573125,0.2470209034792369
S2_feature_select,39,partial,0.6218891402714933,0.5452497952497952,0.07663934502169811
S2_feature_select,39,anti_leakage,0.5398755656108598,0.47556736863627064,0.06430819697458917
S2_feature_select,40,leaky,0.8246735204223395,0.5803225147989386,0.24435100562340095
S2_feature_select,40,partial,0.6669451406293512,0.7238775510204082,-0.05693241039105701
S2_feature_select,40,anti_leakage,0.5099971838918614,0.5296052631578947,-0.01960807926603325
S2_feature_select,41,leaky,0.8498883928571428,0.4777551020408163,0.3721332908163265
S2_feature_select,41,partial,0.576388888888889,0.6111224698425679,-0.034733580953678955
S2_feature_select,41,anti_leakage,0.4765625,0.5493712636569779,-0.07280876365697786
S2_feature_select,42,leaky,0.8785072951739619,0.5380571909167368,0.3404501042572251
S2_feature_select,42,partial,0.5723812170047236,0.5294117647058825,0.04296945229884108
S2_feature_select,42,anti_leakage,0.4581828285634899,0.49046153846153845,-0.03227870989804854
S2_feature_select,43,leaky,0.7894444444444444,0.5314309346567411,0.2580135097877033
S2_feature_select,43,partial,0.5493706293706293,0.4699017199017199,0.07946890946890939
S2_feature_select,43,anti_leakage,0.585928809788654,0.4903825829634327,0.09554622682522135
S2_feature_select,44,leaky,0.7472191323692992,0.6128826530612245,0.13433647930807469
S2_feature_select,44,partial,0.6102506336243312,0.6397223923249642,-0.02947175870063301
S2_feature_select,44,anti_leakage,0.5533199195171026,0.5346938775510204,0.018626041966082196
S2_feature_select,45,leaky,0.8134118967452301,0.5487630341443468,0.2646488626008833
S2_feature_select,45,partial,0.5163636363636364,0.5141865686874872,0.0021770676761491137
S2_feature_select,45,anti_leakage,0.5462937062937063,0.5676062091503267,-0.02131250285662034
S2_feature_select,46,leaky,0.7157953281423803,0.5150082236842105,0.20078710445816983
S2_feature_select,46,partial,0.6595623756749077,0.583947583947584,0.07561479172732377
S2_feature_select,46,anti_leakage,0.5619604566972988,0.5347582485992944,0.027202208098004332
S2_feature_select,47,leaky,0.7618782995276466,0.6174428104575164,0.14443548907013026
S2_feature_select,47,partial,0.7082511968459588,0.6099917763157895,0.09825942053016934
S2_feature_select,47,anti_leakage,0.6122219093213179,0.5988550398691475,0.013366869452170471
S2_feature_select,48,leaky,0.7969966629588432,0.6075246710526315,0.18947199190621167
S2_feature_select,48,partial,0.5865714285714286,0.613673469387755,-0.02710204081632639
S2_feature_select,48,anti_leakage,0.5862068965517242,0.5732838589981447,0.012923037553579486
S2_feature_select,49,leaky,0.7860139860139861,0.554194733619106,0.2318192523948801
S2_feature_select,49,partial,0.6125714285714287,0.532964782964783,0.07960664560664565
S2_feature_select,49,anti_leakage,0.5076410113920533,0.5232820512820513,-0.015641039889997987
S2_feature_select,50,leaky,0.792,0.5388569078947368,0.2531430921052632
S2_feature_select,50,partial,0.7346540178571429,0.5796478296478297,0.15500618820931322
S2_feature_select,50,anti_leakage,0.4335664335664336,0.6336410256410258,-0.20007459207459216
S3_test_peeking,1,leaky,0.8491860114561351,0.8256469350434631,0.023539076412672055
S3_test_peeking,1,partial,0.8784373745483741,0.8565106510651065,0.02192672348326763
S3_test_peeking,1,anti_leakage,0.742543288960064,0.7711338141025641,-0.028590525142500045
S3_test_peeking,2,leaky,0.816350028785262,0.7745340838023765,0.041815944982885433
S3_test_peeking,2,partial,0.804466176025809,0.8463617255529978,-0.04189554952718877
S3_test_peeking,2,anti_leakage,0.7688980020504613,0.7876852964743589,-0.018787294423897594
S3_test_peeking,3,leaky,0.8855788761002031,0.8746243990384616,0.010954477061741574
S3_test_peeking,3,partial,0.8748747996794872,0.8284648694650948,0.046409930214392436
S3_test_peeking,3,anti_leakage,0.7741241779400366,0.7490435347953288,0.025080643144707815
S3_test_peeking,4,leaky,0.7692191890806905,0.7853285328532853,-0.016109343772594764
S3_test_peeking,4,partial,0.7776999824960615,0.7851535153515352,-0.007453532855473677
S3_test_peeking,4,anti_leakage,0.8841080323396161,0.8754218855471386,0.008686146792477478
S3_test_peeking,5,leaky,0.8352585258525853,0.8298778044871795,0.005380721365405794
S3_test_peeking,5,partial,0.8881986021693931,0.920107024080418,-0.03190842191102494
S3_test_peeking,5,anti_leakage,0.7742187303266097,0.8294684177611007,-0.05524968743449099
S3_test_peeking,6,leaky,0.82870126283548,0.8558105810581058,-0.027109318222625856
S3_test_peeking,6,partial,0.8364246201596957,0.8391494684177612,-0.0027248482580655153
S3_test_peeking,6,anti_leakage,0.8298744620712484,0.8040818385933046,0.025792623477943755
S3_test_peeking,7,leaky,0.8161276585084797,0.8729944181622487,-0.05686675965376897
S3_test_peeking,7,partial,0.8619530309112805,0.8612861286128612,0.0006669022984192585
S3_test_peeking,7,anti_leakage,0.7611659260375084,0.7601812219969462,0.0009847040405622787
S3_test_peeking,8,leaky,0.8063951598789969,0.7750975878290461,0.03129757204995076
S3_test_peeking,8,partial,0.8721410856985395,0.8941951108756527,-0.02205402517711319
S3_test_peeking,8,anti_leakage,0.8472211805295131,0.8979581623461115,-0.05073698181659836
S3_test_peeking,9,leaky,0.8593433522542573,0.8864886488648865,-0.027145296610629255
S3_test_peeking,9,partial,0.8280518049049325,0.7698906771940479,0.05816112771088455
S3_test_peeking,9,anti_leakage,0.8296435272045029,0.800295118047219,0.029348409157283872
S3_test_peeking,10,leaky,0.8140000000000001,0.8189566310496542,-0.004956631049654159
S3_test_peeking,10,partial,0.7672025240384616,0.7671154038634772,8.712017498435642e-05
S3_test_peeking,10,anti_leakage,0.7498249299719888,0.7877150860344138,-0.03789015606242496
S3_test_peeking,11,leaky,0.8717293233082707,0.8893513963520775,-0.017622073043806807
S3_test_peeking,11,partial,0.8134813481348133,0.8018716845160644,0.011609663618748933
